title,thread_url,post_id,username,datetime,comment,page
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534595,Gãy TV,2026-04-08T10:24:15+0700,"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm
Sau 14 năm bên nhau và vượt qua nhiều sóng gió, Hương và Phương hiện sống hạnh phúc, cùng chăm sóc hai con nhỏ.
znews.vn",1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534618,leviet51xf,2026-04-08T10:25:33+0700,"Nghĩa là 2 đứa con gái yêu nhau, xong 1 đứa chuyển giới thành nam rồi lấy nhau",1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534644,Đoạt Mệnh Thư Sinh,2026-04-08T10:26:39+0700,Đẻ con do thụ tinh nhân đạo à?,1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534659,doanpv,2026-04-08T10:27:21+0700,"ngon, quả này thì mỗi đứa làm cái bầu khỏi tị nạnh",1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534666,leviet51xf,2026-04-08T10:27:43+0700,Nhỡ đâu cho anh khác hữu duyên,1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534669,nightlight,2026-04-08T10:27:57+0700,Chuyển giới sang nam mà cũng đẻ được á?,1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534696,the_truth2025,2026-04-08T10:29:08+0700,"Thằng GAY điểm báo về 2 con les, chất đấy.
Chỉ thấy tội 2 đứa nhỏ",1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534697,hatranbeclin,2026-04-08T10:29:13+0700,"Đợt mình có đứa em gái làm chung rất thân cũng thế này. Nó thì thích con gái, người yêu của nó con gái và cực cực xinh. Đợt nó hẹn mình đi ăn với 2 đứa nó, nói là có việc tâm sự.
Hóa ra 2 đứa nó tâm sự là muốn có con, nên mới nhờ mình tư vấn. Mình sướng quá, nghĩ chắc nó nhờ mình giúp cho con n.y nó có bầu nên dự định sẽ giả vờ khó khăn rồi cuối cùng cố gắng phải đồng ý để giúp 2 đứa nó, trong đầu đã nghĩ đến cảnh ""dù không muốn nhưng vẫn phải nhắm mắt hành sự với con n.y nó để giúp 2 đứa nó có hạnh phúc"" .
Cuối cùng hóa ra là nó muốn mình tư vấn nên chọn viện nào để thụ tinh nhân tạo. hic. Buồn chẳng muốn nói chuyện nữa.",1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534710,Iphone Word,2026-04-08T10:29:46+0700,thế giờ cái đứa nữ gọi les hay là người bình thường,1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534716,laozit,2026-04-08T10:29:56+0700,"dù gì cũng nể đám này, mình nằm thẳng độc thân mà gặp người ta nói ra nói vào áp lực đã 1 rồi chắc đám này áp lực 10 luôn, đạp lên dư luận mà sống kệ mẹ người ta nghĩ gì có người bị căn cấm quá còn từ cả cha mẹ người thân luôn ấy chớ",1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534741,David Bird,2026-04-08T10:30:39+0700,"nếu 2 chị có sanh thêm thì liên hệ đê vịt bơm miễn phí, không lấy tiền",1
"Yêu từ lớp 10, cô gái cưới bạn trai chuyển giới sau 14 năm",https://voz.vn/t/yeu-tu-lop-10-co-gai-cuoi-ban-trai-chuyen-gioi-sau-14-nam.1226273/,post-41534753,ronallee_1993,2026-04-08T10:31:05+0700,"Ảnh đâu thím
via
theNEXTvoz
for iPhone",1
