platform,category,query_type,keyword,video_id,title,comment_id,author,published_at,comment
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwyriK07pi0cVkAwD14AaABAg,@ZunT-t7x,2026-06-16T05:24:50Z,Đoạn đầu giống của JV Bro à :v
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugx_YOyH1zOcyI8TKo54AaABAg,@SBaoAnh,2026-06-12T15:46:01Z,4:02 ngửi phê mà chú
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyDyVd88sQqTrXi2GF4AaABAg,@NganKim-ht6ko,2026-06-10T10:04:10Z,Tôi xóa tiktok trước khi coi video và tôi cảm thấy rất đúng nó thoải mái hơn thiệt
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugw7ai0Ufm4_igEaGWl4AaABAg,@hieulop6avu584,2026-06-09T02:36:51Z,mừng anh tuân trở về
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxuVx_crJ3W52h3y6F4AaABAg,@NăngNăng-k5n5v,2026-06-08T05:30:24Z,mình cũng thấy khó chịu khi cứ phân biệt vùng miền vãi ra
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwYvicH2p4IeJMaw3N4AaABAg,@huongnguyenvan9032,2026-06-07T09:12:44Z,Anh ơi cẩn thận bị bế lên VTV đấy 😟😟😟😟
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxU24nnqXLrhcnMoRp4AaABAg,@DungNguyen-gd2rb,2026-06-07T08:53:18Z,Nhà báo lấy ảnh rồi kìa 😢
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyQ7pnMOJ1HQxg4PR14AaABAg,@matthax3608,2026-06-07T05:52:45Z,"Bắc kì nói nhiều vãiiii😂😂😂😂
36 36 36 36 36 36 36 36 36"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxwacNwKPT6hSBeFyt4AaABAg,@TúNguyễn-c4y4s,2026-06-05T07:39:43Z,trẻ em Thanh Hóa nói chuyện ko có logic
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxNdVqQompM1lFEY794AaABAg,@TúNguyễn-c4y4s,2026-06-05T07:35:36Z,"đoạn 2:18, avata của bà Ta Binh là cờ cali"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzFxUFtgjcbMbdejJV4AaABAg,@nguyenhieu1687,2026-06-03T16:45:52Z,"Mới lướt vài cái cmt trong này mà bắt gặp 1 đống người hào sảng, phóng khoáng, nghĩa tình thở ra câu “Bắc Kỳ”. Người miền trong nhiều người rất kỳ lạ. Vừa tự hào vừa mặc cảm về nơi mình sinh ra. Vậy nên mới sinh ra thói phân biệt vùng miền!"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyVTSg12i_u1bJ_K6J4AaABAg,@vanhaanlam,2026-06-01T09:43:41Z,người việt chung ta phải đoàn kết chứ
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxI0Ne5IZJXOT2_YKh4AaABAg,@yeutoanhoc8794,2026-06-01T03:48:56Z,ông này là đứuc reaction à
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyzkokdeEqSK1GH6Fd4AaABAg,@FrostGodzilla,2026-05-29T09:17:24Z,Cháu là không dùng TikTok đâu. TikTok là béo
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzzizZaPxyM2mooAn14AaABAg,@sstassansin9477,2026-05-29T03:25:05Z,Dcu tk này ngứa mồm à phạt giờ
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgznrprmRrLEkfgz3H14AaABAg,@FusionPvzGamePlay,2026-05-28T06:22:04Z,"thực ra người ta chửi thiểu số người Bắc thôi không phải chửi toàn bộ, bạn tôi đa số là người Bắc nhưng sống ở trong Nam lâu, thật tế là tôi không ghét người miền Bắc nhưng mà các bạn nên xem lại, một số thành phần các bạn quá Khôn Lỏi và Mất dậy, nếu các bạn đàng hoàn thì người ta chửi làm gì?"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyCwYLPy-L9TcfxQW14AaABAg,@VinhTieens,2026-05-26T05:58:28Z,Art hề vl
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyaU2enomT-mQwDUyx4AaABAg,@NgátTrương-b1f,2026-05-25T13:35:36Z,Nhạc đầu phim hay
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugzu9FzRlvlqG8RdAG94AaABAg,@QuyetBui-e9m,2026-05-25T11:20:53Z,mxh dở hơi vl
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzV3og8xf6aBCyHZ654AaABAg,@trinhlagimatrinhaicham,2026-05-22T12:08:50Z,bộ ai pbvm là ng nam hết hả=)
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwuHGoqq-Kjjv-poi94AaABAg,@PhamTung-q9r,2026-05-22T06:27:14Z,“Mẹ thằng nào đánh rắm đấy ”🗣️🔥🔥🔥🙂
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyrtepoIz_W4qYW5Qt4AaABAg,@baoanhnguyenduc-m8e,2026-05-21T19:40:17Z,may tk nam kỳ lmj có tiếng nói
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxdSpWN7ki6936GbI54AaABAg,@phongthuycaivan1510,2026-05-18T08:55:21Z,Trung đang ngồi xem
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzAq9V-tAHpok16IpV4AaABAg,@gamerfunny2447,2026-05-17T10:31:18Z,Bắc kỳ thế cho nhanh
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzfmAffLIdkxQcbqax4AaABAg,@HungPhat-h9v,2026-05-16T05:10:56Z,Nhạc giống grow garden
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxQkijyYhx0ZewHRWZ4AaABAg,@phuongnguyen-sv9xu,2026-05-16T04:40:21Z,chú có thù với trĩ sao
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzUMp6-bGPtXLExi5V4AaABAg,@NoVaNEEEE,2026-05-15T02:25:25Z,Video rất hay tôi đã xem 36 lần
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwJZ_s92MO6NXtw4Al4AaABAg,@toi_ghet_so_4444,2026-05-14T04:59:42Z,Chúng ta không nên sợ người thanh hóa mà nên sợ người hải phòng :)
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyI-UVmqH7JON4RP5t4AaABAg,@hdgaming8351,2026-05-13T13:31:18Z,cái peak nhất của video này là đoạn xóa Toptop :))
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwQcR9OfPtjTit2ILJ4AaABAg,@ThuDinh-u5t,2026-05-13T12:09:41Z,mk ng miền Trung đang ngồi xem :))
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzfIYvgoLT5MZaEDyZ4AaABAg,@anaquariumaddict2317,2026-05-12T10:26:01Z,Bố thằngqsc kỳ
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxPP0vTgz9VUmb0MIF4AaABAg,@MinhPhạm-y9j4r,2026-05-11T11:19:46Z,Em cũng ko chơi tóp tóp đc 2 năm r hihi
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwjklLNKNSTIod4GBF4AaABAg,@Felikia24,2026-05-11T07:43:29Z,Tất cả là gia đình . Xin các phần tử quá khích đừng làm ủ nhọt sự đoàn kết của đất nước
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugx32Syohgm6SfW_eit4AaABAg,@benjpalm12,2026-05-10T13:13:14Z,"a Tuân ơi
Có phải là vợ a lồng tiếng k a?
Nếu là real thì đúng là hỏi câu đó tht:)))"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzPDXpk0x9A-n0QAnF4AaABAg,@Anantaran111,2026-05-10T09:20:27Z,"cái gì vậy trời, lũ bắc kỳ chó giờ làm clip tẩy não à ??? bắc kỳ và Người Miền Nam là hai dân tộc khác nhau, đừng ráng nói chung 1 nước nữa"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwHHBta3rfRjzkm1Hl4AaABAg,@LươngHoàng2k1,2026-05-10T03:18:39Z,Trình độ văn hoá nói lên tất cả thôi mấy thg hở ra pbvm thì đầu nó chỉ dừng lại đến thế mà thôi tốt nhất mấy loại đấy dừng ko chấp làm gì bắc trung nam đều nói tiếng việt có phải tiếng anh hay tàu mẹ gì đâu mà phân biệt nhục hơn nữa dùng chính từ cuộc bọn thuộc địa phân biệt chính đồng bào mình
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxolEExpuH7NF41avN4AaABAg,@hoangtrongviet8554,2026-05-09T17:36:09Z,"Mình có duyên chơi với nhiều ae Thanh Hoá từ khi lên đại học, thấy họ toàn tốt tính mà, éo hiểu từ cái ngày sinh ra joke thành ra cũng cay giùm ae Thanh Hoá"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzGVwT9j8HvN0p20P14AaABAg,@HoàngTrầnminh-z6v,2026-05-09T13:51:24Z,"Với lịch sử nói là cách gọi bắc và nam kỳ là của pháp để quản lý dễ dàng hơn,h mn nói bắc kỳ nam kỳ khác bọn xâm lược nc ta đâu nên không với cách pbvm"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyBzQ5Sitrdoqd9fGN4AaABAg,@MinhQuyênTrân-y7s,2026-05-01T11:25:00Z,Tại sao Ăn Giang quê tui
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyC_uiGjpQUGjOint14AaABAg,@TuấnDương-o4l,2026-04-27T15:31:32Z,Ăn rau má phá đường tàu hahahhahaha
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugy1O7LyC30Yd9wq9Th4AaABAg,@ong-c3v,2026-04-25T00:32:06Z,Nhưng mà chú Tuân ơi con cũng miền bắc mà?
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugw2GA9sf3n1yowdw5l4AaABAg,@tonghopgiaitri4046,2026-04-23T17:04:05Z,"Nhưng Đức nó tiết kiệm, còn bắc ki ki thì nó keo kiệt, nó ti tiện, bó bủn rủn 😂"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxP16cmmlfE_wA_vKJ4AaABAg,@Anh_sang-Senni,2026-04-19T10:00:43Z,"vấn đề thứ hai, tôi có... Phùng Khánh Linh x Sunsilk"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwzZDs3Iy6moQgcMi94AaABAg,@TungAnh.2717,2026-04-16T05:14:28Z,Tôi là miền BẮC ghét miền NAMvì TUI NÓI CHỮ VIỆT MÀ MIỀN NAM NÓI LÀ NÓI NHẢM GÌ ĐẤY
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugwkal54AlbQzd88CNJ4AaABAg,@locnguyenthanh1757,2026-04-11T15:20:39Z,"Miền nam chửi nhau cũng ác' bắc kỳ là danh từ miền nam biết được có sát thương với người bắc là câu bắc kỳ, còn nam kỳ chẳng có chút sát thương nào vì cái danh từ đó chưa từng tồn tại lâu như câu bắc kỳ được ạ"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwNXc_sAkObOMDxosN4AaABAg,@nguyengiahuyTV5938,2026-04-10T14:50:12Z,Phim hay và hài quá 🤣😂🤣😂
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxO3Q9e--bzuTFQBlN4AaABAg,@phamthikimngan_k12,2026-04-06T07:12:17Z,Bắc và Nam Có thù với nhau hay j a mà chửi nhau hoài kể cả người ko làm j cux bị chửi:)))
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugw_VDc-41VLFNhUsbN4AaABAg,@KANAKI_V1,2026-03-23T04:42:01Z,đánh nhau = chiến tranh = thế chiến 3
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzmHoMxD-5_8gKVM1F4AaABAg,@HuunghiaTruong-m4n,2026-03-19T12:38:46Z,người miền trung: tôi đang chet đuối :))))
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzC-aUzldXnVO0iNI54AaABAg,@mctstranger1337,2026-03-12T17:05:40Z,Ngài ấy.. đã tìm ra cách tải youtube rồi
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugxk0z3WeXMk4KeWzSp4AaABAg,@ghetvng,2026-02-05T11:01:39Z,"4:41 , vậy nghĩa là con người luôn tạo ra vấn đề cho bản thân:))"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxAZPVZgvYX8oqSb8B4AaABAg,@Pe_Ngaoo_dz,2026-01-30T12:32:56Z,"Bây giờ quả joke 36 lại diễn ra=))))))) nch chán kinh lên dc, vô duyên mà ngỡ mình tài^^"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugz3FgBQkyMZF8jmzFF4AaABAg,@vlchan-o1l,2026-01-25T15:40:54Z,con đồng ý với chú Tuân ở gần cuối video ạ con tiktok đã hơn nữa năm rồi và con đồng tình với quan điểm của chú con tập chung vào việc học nhiều hơn(dù đã tốt hơn trước nhưng sự thiếu hụt về kiến thức vẫn là 1cais gì đó khó nói ;-;) dù sao thì giờ con đã tốt hơn trước rất nhiều và video chú hay vl lần nào ăn con cũng bặt lên coi cho vui.
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgzTGWnEvapVLGLnSjl4AaABAg,@thaotranthi325,2026-01-21T00:42:23Z,"Tại sao phải phân biệt vùng miền, chúng ta cùng mang dòng máu Việt mà"
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgxE3h00-5u76nAfbKR4AaABAg,@Khôi37-nghean,2026-01-13T17:52:53Z,Thế còn miền trung thì sao a
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwLQF4yxMX7A3zJXq94AaABAg,@cuulonggiang1665,2026-01-10T23:32:05Z,"Rat sau sac. Xem giáo dục, truyền thông báo chí độc quyền nói một chiều trong nước thì biết dân ta bị nh/ồi sọ sâu đậm thế nào. Hic."
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,Ugy672lt9M7SIZb8xrd4AaABAg,@ĐinhThi-m5q,2026-01-10T09:08:13Z,"Em là người miền Bắc và em chuyển vào trong miền nam học vì có lý do gia đình,mà mới ngày vào học em nói giọng miền Bắc các bạn miền nam gọi em là Bắc kỳ,em hỏi có hiểu ý nghĩa từ đó là gì không và chúng nó bảo là biết,em thật không hiểu nổi đó là từ thực dân pháp ngày xưa dùng để chia cách cái trị mà đến đời sau con cháu lại dùng chính từ đó phân biệt vùng miền .Em không muốn nói họ là nam kỳ hay namkiki nhưng thậm chí chúng nó kêu dùng từ Bắc kỳ và nam kỳ chỉ là trêu nhau nói bình thường do bản thân em nhạy cảm cứ làm quá.Mấy nay em cứ bị nói là Bắc kỳ thiệt sự em phiền lòng lắm nói với cô giáo họ cũng không giải quyết triệt để chỉ nói là trò đùa thôi."
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgyT5aQ4rfZCDt4c6X54AaABAg,@cuulonggiang1665,2026-01-09T12:40:58Z,"Trẻ em từ 6-9 tuổi nằm trong Đội Nhi đồng. Từ 9-15 tuổi trong Đội thiếu niên. Không phải đứa trẻ nào cũng dễ dàng được vào Đội Thiếu niên. Vì thế, bọn trẻ bằng mọi cách phải cố gắng hết sức của mình để được đeo khăn quàng đỏ, dấu hiệu nhận biết những cá nhân có tinh thần phấn đấu triệt để. Là một tổ chức nằm trong hệ thống chính trị nên Đội được giám sát bởi Đoàn Thanh niên (Ban đầu là Đoàn Thanh niên Lao Động, sau đổi thành Đoàn Thanh niên Cộng sản HCM), và Đoàn lại được sự kiểm soát, dẫn dắt sát sao của tổ chức đảng (Ban đầu cũng là đảng Lao động, sau đổi thành Đảng Cộng sản đúng với bản chất). Một người từ ấu thơ đến trưởng thành, một mặt bị giám sát bởi tầng tầng lớp lớp tổ chức, bị chính trị hóa, mặt khác lại phấn đấu trở thành thành viên của nó, coi đó là tiêu chí chứng minh mình ưu tú hơn thành phần còn lại. 
Đó là cả một hành trình gian khổ, khắc kỷ, loại bỏ tối đa những yếu tố cá nhân, để chỉ còn là một sản phẩm hoàn hảo của định hướng, nghĩ chung một dòng, nói chung một giọng. 
Cuộc đời trở thành những cuộc thi đua không có điểm dừng. Thi đua “Làng sạch đồng xanh”, thi đua làm “Kế hoạch nhỏ”, “Ngàn việc tốt”, thi đua chào mừng sinh nhật bác ""Em yêu bác Hồ Chí Minh"", sinh nhật đảng ""Ngàn hoa việc tốt dâng Đảng quang vinh"", thể hiện tình đoàn kết với miền Nam: ""Em sẽ về thăm miền Nam Tổ quốc thành đồng yêu dấu"", hoặc bày tỏ tình cảm với các lực lượng vũ trang: ""Em yêu anh bộ đội"". Bao quát tất cả là phong trào thi đua ‘Thực hiện 5 điều bác Hồ dạy”. Danh hiệu Cháu ngoan Bác Hồ là “chứng chỉ” sát hạch phẩm chất chính trị của các công dân tí hon. Và như thế, khái niệm ngoan, đồng nghĩa với sự vâng lời, tuân phục và sùng tín. Ở các lứa tuổi trưởng thành, vẫn là phong trào thi đua. Thanh niên “Ba sẵn sàng”, “Năm xung phong”, phụ nữ “Ba đảm đang”, “Giỏi việc nước đảm việc nhà”, Trí thức “Ba quyết tâm”, Quân đội “Ba Nhất” “Thi đua Quyết thắng”, Giáo dục “Hai tốt”, Nông nghiệp: “Gió Duyên Hải”, Tiểu thủ công nghiệp: “Gió Đại Phong”… Thi đua trở thành một thứ tiêu chí để đánh giá thứ hạng công dân, buộc họ phải vắt kiệt sức phấn đấu để thể hiện lòng trung thành và nhiệt tình cách mạng.
..Làm ơn tỉnh lại đi đồng bào ơi."
youtube,Vùng miền,neutral,vùng miền,o19AFGtYI50,Phân Biệt Vùng Miền | Chửi Mọi Thứ Trên Internet,UgwZVbL8ji-Wd8U6ojR4AaABAg,@HoàngMinhLêCông,2026-01-09T10:56:14Z,3:16 bằng tiêng anh =)
